"","rf"
"index_25571",465.046116114086
"index_25572",538.04753063487
"index_25573",307.121766669835
"index_25574",3843.31340490898
"index_25575",648.531357829742
"index_25576",315.219275477701
"index_25577",361.083604079974
"index_25578",331.201090814586
"index_25579",540.596044937162
"index_25580",447.975900494347
"index_25581",465.046116114086
"index_25582",372.830202174384
"index_25583",395.781639973771
"index_25584",4060.64745637796
"index_25585",516.045428544628
"index_25586",714.4419509101
"index_25587",361.083604079974
"index_25588",422.070370154435
"index_25589",5952.34143487941
"index_25590",4141.19466446578
"index_25591",4060.64745637796
"index_25592",141.372078834142
"index_25593",766.88264985577
"index_25594",486.539360847187
"index_25595",141.372078834142
"index_25596",315.219275477701
"index_25597",276.740579672966
"index_25598",431.864835863736
"index_25599",653.322432937004
"index_25600",636.796351994021
"index_25601",422.070370154435
"index_25602",145.602919871726
"index_25603",326.894857779639
"index_25604",462.299951580935
"index_25605",482.239536972439
"index_25606",7687.43713063181
"index_25607",714.679522581347
"index_25608",675.91967037966
"index_25609",585.691160734889
"index_25610",361.083604079974
"index_25611",331.201090814586
"index_25612",422.070370154435
"index_25613",8157.60452469016
"index_25614",540.596044937162
"index_25615",482.239536972439
"index_25616",256.001835315424
"index_25617",462.299951580935
"index_25618",7032.40557385001
"index_25619",422.070370154435
"index_25620",4993.75013808302
"index_25621",276.740579672966
"index_25622",395.781639973771
"index_25623",422.070370154435
"index_25624",714.679522581347
"index_25625",3628.41897925421
"index_25626",540.596044937162
"index_25627",538.04753063487
"index_25628",648.531357829742
"index_25629",482.239536972439
"index_25630",648.531357829742
"index_25631",626.088589154231
"index_25632",431.864835863736
"index_25633",331.201090814586
"index_25634",714.679522581347
"index_25635",331.201090814586
"index_25636",336.330500756103
"index_25637",4539.82366232357
"index_25638",265.880623649714
"index_25639",447.975900494347
"index_25640",8157.60452469016
"index_25641",361.083604079974
"index_25642",8333.2115465582
"index_25643",395.781639973771
"index_25644",336.330500756103
"index_25645",4771.75548153267
"index_25646",4069.24064276758
"index_25647",538.04753063487
"index_25648",315.219275477701
"index_25649",376.16426033723
"index_25650",763.878087910779
"index_25651",264.526382817778
"index_25652",932.883512459678
"index_25653",5247.95454082969
"index_25654",331.201090814586
"index_25655",372.830202174384
"index_25656",145.602919871726
"index_25657",307.121766669835
"index_25658",326.894857779639
"index_25659",4539.82366232357
"index_25660",8867.53951404909
"index_25661",4771.75548153267
"index_25662",576.090598603173
"index_25663",331.201090814586
"index_25664",648.531357829742
"index_25665",145.602919871726
"index_25666",462.299951580935
"index_25667",3628.41897925421
"index_25668",431.864835863736
"index_25669",4060.64745637796
"index_25670",307.121766669835
"index_25671",932.883512459678
"index_25672",605.765701023438
"index_25673",5996.21303705569
"index_25674",4233.08052913845
"index_25675",763.878087910779
"index_25676",636.796351994021
"index_25677",361.083604079974
"index_25678",265.880623649714
"index_25679",331.201090814586
"index_25680",265.880623649714
"index_25681",576.090598603173
"index_25682",766.88264985577
"index_25683",431.864835863736
"index_25684",336.330500756103
"index_25685",763.878087910779
"index_25686",648.531357829742
"index_25687",486.539360847187
"index_25688",331.201090814586
"index_25689",3887.88254416815
"index_25690",766.88264985577
"index_25691",3887.88254416815
"index_25692",326.894857779639
"index_25693",264.526382817778
"index_25694",264.526382817778
"index_25695",315.219275477701
"index_25696",516.045428544628
"index_25697",431.18766498472
"index_25698",9922.88877366068
"index_25699",4141.19466446578
"index_25700",331.201090814586
"index_25701",307.121766669835
"index_25702",763.878087910779
"index_25703",264.526382817778
"index_25704",4080.86816776693
"index_25705",331.201090814586
"index_25706",3757.28531559043
"index_25707",447.975900494347
"index_25708",648.531357829742
"index_25709",361.083604079974
"index_25710",4060.64745637796
"index_25711",538.04753063487
"index_25712",447.975900494347
"index_25713",9942.94841183259
"index_25714",636.796351994021
"index_25715",581.905185520108
"index_25716",265.880623649714
"index_25717",361.083604079974
"index_25718",675.91967037966
"index_25719",361.083604079974
"index_25720",3832.48417431998
"index_25721",7687.43713063181
"index_25722",331.201090814586
"index_25723",3437.87085053348
"index_25724",447.975900494347
"index_25725",336.330500756103
"index_25726",4155.25586317908
"index_25727",315.219275477701
"index_25728",825.676755628908
"index_25729",3843.31340490898
"index_25730",395.781639973771
"index_25731",395.781639973771
"index_25732",626.088589154231
"index_25733",7638.61896460264
"index_25734",447.975900494347
"index_25735",145.602919871726
"index_25736",315.219275477701
"index_25737",462.299951580935
"index_25738",4233.08052913845
"index_25739",331.201090814586
"index_25740",636.796351994021
"index_25741",648.531357829742
"index_25742",326.894857779639
"index_25743",315.219275477701
"index_25744",422.070370154435
"index_25745",5996.21303705569
"index_25746",326.894857779639
"index_25747",1173.86803867891
"index_25748",307.121766669835
"index_25749",585.691160734889
"index_25750",4716.63712474485
"index_25751",1003.77058656997
"index_25752",315.219275477701
"index_25753",4539.82366232357
"index_25754",431.864835863736
"index_25755",4121.08183417452
"index_25756",431.18766498472
"index_25757",307.121766669835
"index_25758",8333.2115465582
"index_25759",486.539360847187
"index_25760",361.083604079974
"index_25761",145.602919871726
"index_25762",145.602919871726
"index_25763",4771.75548153267
"index_25764",763.878087910779
"index_25765",538.04753063487
"index_25766",5952.34143487941
"index_25767",96.7788005491122
"index_25768",8941.81857624881
"index_25769",431.864835863736
"index_25770",540.596044937162
"index_25771",528.377263797075
"index_25772",4080.86816776693
"index_25773",307.121766669835
"index_25774",714.4419509101
"index_25775",331.201090814586
"index_25776",3832.48417431998
"index_25777",3843.31340490898
"index_25778",9942.94841183259
"index_25779",482.239536972439
"index_25780",5996.21303705569
"index_25781",3832.48417431998
"index_25782",422.070370154435
"index_25783",540.596044937162
"index_25784",3832.48417431998
"index_25785",431.864835863736
"index_25786",653.322432937004
"index_25787",307.121766669835
"index_25788",486.539360847187
"index_25789",395.781639973771
"index_25790",331.201090814586
"index_25791",5247.95454082969
"index_25792",422.070370154435
"index_25793",326.894857779639
"index_25794",675.91967037966
"index_25795",482.239536972439
"index_25796",315.219275477701
"index_25797",4069.24064276758
"index_25798",315.219275477701
"index_25799",714.4419509101
"index_25800",265.880623649714
"index_25801",4340.61075986583
"index_25802",4771.75548153267
"index_25803",395.781639973771
"index_25804",540.596044937162
"index_25805",4060.64745637796
"index_25806",9878.54798398842
"index_25807",714.679522581347
"index_25808",431.864835863736
"index_25809",336.330500756103
"index_25810",4155.25586317908
"index_25811",540.596044937162
"index_25812",636.796351994021
"index_25813",336.330500756103
"index_25814",486.539360847187
"index_25815",326.894857779639
"index_25816",825.676755628908
"index_25817",538.04753063487
"index_25818",326.894857779639
"index_25819",540.596044937162
"index_25820",264.526382817778
"index_25821",4141.19466446578
"index_25822",265.880623649714
"index_25823",648.531357829742
"index_25824",4691.72063990424
"index_25825",4771.75548153267
"index_25826",361.083604079974
"index_25827",675.91967037966
"index_25828",256.001835315424
"index_25829",39.6108177758617
"index_25830",376.16426033723
"index_25831",256.001835315424
"index_25832",431.18766498472
"index_25833",932.883512459678
"index_25834",96.7788005491122
"index_25835",10227.6559409964
"index_25836",4486.77557789026
"index_25837",9318.01502606418
"index_25838",714.679522581347
"index_25839",336.330500756103
"index_25840",4691.72063990424
"index_25841",714.679522581347
"index_25842",636.796351994021
"index_25843",4141.19466446578
"index_25844",462.299951580935
"index_25845",265.880623649714
"index_25846",422.070370154435
"index_25847",648.531357829742
"index_25848",3832.48417431998
"index_25849",265.880623649714
"index_25850",447.975900494347
"index_25851",648.531357829742
"index_25852",431.864835863736
"index_25853",431.18766498472
"index_25854",4080.86816776693
"index_25855",766.88264985577
"index_25856",307.121766669835
"index_25857",395.781639973771
"index_25858",1003.77058656997
"index_25859",376.16426033723
"index_25860",583.751534495974
"index_25861",763.878087910779
"index_25862",648.531357829742
"index_25863",315.219275477701
"index_25864",836.998589269401
"index_25865",4155.25586317908
"index_25866",361.083604079974
"index_25867",4993.75013808302
"index_25868",422.070370154435
"index_25869",265.880623649714
"index_25870",431.864835863736
"index_25871",648.531357829742
"index_25872",4060.64745637796
"index_25873",264.526382817778
"index_25874",932.883512459678
"index_25875",4218.13952314829
"index_25876",264.526382817778
"index_25877",96.7788005491122
"index_25878",714.4419509101
"index_25879",9318.01502606418
"index_25880",336.330500756103
"index_25881",141.372078834142
"index_25882",9878.54798398842
"index_25883",264.526382817778
"index_25884",675.91967037966
"index_25885",538.04753063487
"index_25886",336.330500756103
"index_25887",10443.2291640476
"index_25888",763.878087910779
"index_25889",447.975900494347
"index_25890",315.219275477701
"index_25891",10443.2291640476
"index_25892",448.789762474525
"index_25893",8157.60452469016
"index_25894",462.299951580935
"index_25895",919.087507902382
"index_25896",4060.64745637796
"index_25897",4233.08052913845
"index_25898",3887.88254416815
"index_25899",714.4419509101
"index_25900",486.539360847187
"index_25901",462.299951580935
"index_25902",538.04753063487
"index_25903",326.894857779639
"index_25904",395.781639973771
"index_25905",336.330500756103
"index_25906",5247.95454082969
"index_25907",145.602919871726
"index_25908",315.219275477701
"index_25909",714.4419509101
"index_25910",315.219275477701
"index_25911",601.726726265145
"index_25912",372.830202174384
"index_25913",763.878087910779
"index_25914",538.04753063487
"index_25915",4141.19466446578
"index_25916",145.602919871726
"index_25917",832.521597600996
"index_25918",307.121766669835
"index_25919",265.880623649714
"index_25920",540.596044937162
"index_25921",648.531357829742
"index_25922",576.090598603173
"index_25923",4056.99151418639
"index_25924",6512.98257960595
"index_25925",4993.75013808302
"index_25926",4056.99151418639
"index_25927",5574.50570042469
"index_25928",576.090598603173
"index_25929",372.830202174384
"index_25930",431.18766498472
"index_25931",96.7788005491122
"index_25932",6568.58983559925
"index_25933",336.330500756103
"index_25934",585.691160734889
"index_25935",307.121766669835
"index_25936",540.596044937162
"index_25937",145.602919871726
"index_25938",331.201090814586
"index_25939",264.526382817778
"index_25940",141.372078834142
"index_25941",763.878087910779
"index_25942",583.751534495974
"index_25943",265.880623649714
"index_25944",763.878087910779
"index_25945",4218.13952314829
"index_25946",538.04753063487
"index_25947",714.679522581347
"index_25948",601.726726265145
"index_25949",576.090598603173
"index_25950",2990.52781895164
"index_25951",9922.88877366068
"index_25952",2990.52781895164
"index_25953",265.880623649714
"index_25954",431.864835863736
"index_25955",307.121766669835
"index_25956",653.322432937004
"index_25957",96.7788005491122
"index_25958",462.299951580935
"index_25959",3777.30829935239
"index_25960",486.539360847187
"index_25961",326.894857779639
"index_25962",265.880623649714
"index_25963",648.531357829742
"index_25964",395.781639973771
"index_25965",482.239536972439
"index_25966",5952.34143487941
"index_25967",648.531357829742
"index_25968",141.372078834142
"index_25969",5996.21303705569
"index_25970",9804.1627813799
"index_25971",3887.88254416815
"index_25972",482.239536972439
"index_25973",422.070370154435
"index_25974",4771.75548153267
"index_25975",336.330500756103
"index_25976",4233.08052913845
"index_25977",395.781639973771
"index_25978",1173.86803867891
"index_25979",486.539360847187
"index_25980",336.330500756103
"index_25981",331.201090814586
"index_25982",8569.57781968516
"index_25983",4060.64745637796
"index_25984",7638.61896460264
"index_25985",145.602919871726
"index_25986",4141.19466446578
"index_25987",331.201090814586
"index_25988",4069.24064276758
"index_25989",4069.24064276758
"index_25990",8867.53951404909
"index_25991",576.090598603173
"index_25992",486.539360847187
"index_25993",540.596044937162
"index_25994",96.7788005491122
"index_25995",395.781639973771
"index_25996",585.691160734889
"index_25997",431.864835863736
"index_25998",528.377263797075
"index_25999",361.083604079974
"index_26000",145.602919871726
"index_26001",653.322432937004
"index_26002",4691.72063990424
"index_26003",4080.86816776693
"index_26004",486.539360847187
"index_26005",9318.01502606418
"index_26006",919.087507902382
"index_26007",675.91967037966
"index_26008",256.001835315424
"index_26009",361.083604079974
"index_26010",4233.08052913845
"index_26011",486.539360847187
"index_26012",307.121766669835
"index_26013",361.083604079974
"index_26014",3843.31340490898
"index_26015",447.975900494347
"index_26016",4069.24064276758
"index_26017",4771.75548153267
"index_26018",395.781639973771
"index_26019",4539.82366232357
"index_26020",265.880623649714
"index_26021",626.088589154231
"index_26022",8941.81857624881
"index_26023",39.6108177758617
"index_26024",714.679522581347
"index_26025",538.04753063487
"index_26026",3832.48417431998
"index_26027",12017.154188114
"index_26028",4691.72063990424
"index_26029",626.088589154231
"index_26030",540.596044937162
"index_26031",3832.48417431998
"index_26032",675.91967037966
"index_26033",714.679522581347
"index_26034",422.070370154435
"index_26035",145.602919871726
"index_26036",395.781639973771
"index_26037",4069.24064276758
"index_26038",675.91967037966
"index_26039",3843.31340490898
"index_26040",336.330500756103
"index_26041",482.239536972439
"index_26042",422.070370154435
"index_26043",714.679522581347
"index_26044",5574.50570042469
"index_26045",431.864835863736
"index_26046",4141.19466446578
"index_26047",264.526382817778
"index_26048",10283.2828013493
"index_26049",6568.58983559925
"index_26050",636.796351994021
"index_26051",5882.86999886485
"index_26052",6568.58983559925
"index_26053",8941.81857624881
"index_26054",5882.86999886485
"index_26055",7638.61896460264
"index_26056",653.322432937004
"index_26057",331.201090814586
"index_26058",7687.43713063181
"index_26059",4993.75013808302
"index_26060",763.878087910779
"index_26061",540.596044937162
"index_26062",395.781639973771
"index_26063",8867.53951404909
"index_26064",395.781639973771
"index_26065",10142.103520233
"index_26066",4771.75548153267
"index_26067",265.880623649714
"index_26068",331.201090814586
"index_26069",395.781639973771
"index_26070",4080.86816776693
"index_26071",714.4419509101
"index_26072",315.219275477701
"index_26073",626.088589154231
"index_26074",326.894857779639
"index_26075",4141.19466446578
"index_26076",540.596044937162
"index_26077",486.539360847187
"index_26078",4060.64745637796
"index_26079",648.531357829742
"index_26080",336.330500756103
"index_26081",3757.28531559043
"index_26082",4233.08052913845
"index_26083",264.526382817778
"index_26084",9318.01502606418
"index_26085",395.781639973771
"index_26086",10310.6633419173
"index_26087",3543.83803977654
"index_26088",763.878087910779
"index_26089",331.201090814586
"index_26090",61.449966147659
"index_26091",10142.103520233
"index_26092",626.088589154231
"index_26093",576.090598603173
"index_26094",766.88264985577
"index_26095",540.596044937162
"index_26096",395.781639973771
"index_26097",5247.95454082969
"index_26098",486.539360847187
"index_26099",326.894857779639
"index_26100",7810.75618840542
"index_26101",486.539360847187
"index_26102",4141.19466446578
"index_26103",4233.08052913845
"index_26104",538.04753063487
"index_26105",675.91967037966
"index_26106",265.880623649714
"index_26107",538.04753063487
"index_26108",540.596044937162
"index_26109",372.830202174384
"index_26110",714.679522581347
"index_26111",714.679522581347
"index_26112",431.864835863736
"index_26113",361.083604079974
"index_26114",636.796351994021
"index_26115",538.04753063487
"index_26116",3843.31340490898
"index_26117",146.166647559676
"index_26118",825.676755628908
"index_26119",307.121766669835
"index_26120",825.676755628908
"index_26121",326.894857779639
"index_26122",361.083604079974
"index_26123",462.299951580935
"index_26124",422.070370154435
"index_26125",3843.31340490898
"index_26126",4539.82366232357
"index_26127",648.531357829742
"index_26128",4233.08052913845
"index_26129",4218.13952314829
"index_26130",422.070370154435
"index_26131",336.330500756103
"index_26132",4716.63712474485
"index_26133",372.830202174384
"index_26134",1379.26857812774
"index_26135",4141.19466446578
"index_26136",3757.28531559043
"index_26137",4218.13952314829
"index_26138",538.04753063487
"index_26139",431.864835863736
"index_26140",540.596044937162
"index_26141",675.91967037966
"index_26142",39.6108177758617
"index_26143",422.070370154435
"index_26144",3777.30829935239
"index_26145",336.330500756103
"index_26146",7032.40557385001
"index_26147",326.894857779639
"index_26148",447.975900494347
"index_26149",576.090598603173
"index_26150",3843.31340490898
"index_26151",4771.75548153267
"index_26152",361.083604079974
"index_26153",146.166647559676
"index_26154",307.121766669835
"index_26155",9878.54798398842
"index_26156",7810.75618840542
"index_26157",141.372078834142
"index_26158",4691.72063990424
"index_26159",4233.08052913845
"index_26160",540.596044937162
"index_26161",307.121766669835
"index_26162",431.864835863736
"index_26163",326.894857779639
"index_26164",331.201090814586
"index_26165",145.602919871726
"index_26166",3843.31340490898
"index_26167",361.083604079974
"index_26168",462.299951580935
"index_26169",4771.75548153267
"index_26170",96.7788005491122
"index_26171",714.679522581347
"index_26172",3832.48417431998
"index_26173",540.596044937162
"index_26174",486.539360847187
"index_26175",10142.103520233
"index_26176",626.088589154231
"index_26177",4340.61075986583
"index_26178",336.330500756103
"index_26179",141.372078834142
"index_26180",336.330500756103
"index_26181",145.602919871726
"index_26182",8867.53951404909
"index_26183",3832.48417431998
"index_26184",265.880623649714
"index_26185",343.778355882837
"index_26186",9842.44915227304
"index_26187",326.894857779639
"index_26188",331.201090814586
"index_26189",395.781639973771
"index_26190",447.975900494347
"index_26191",431.18766498472
"index_26192",8941.81857624881
"index_26193",326.894857779639
"index_26194",4691.72063990424
"index_26195",422.070370154435
"index_26196",361.083604079974
"index_26197",307.121766669835
"index_26198",422.070370154435
"index_26199",482.239536972439
"index_26200",540.596044937162
"index_26201",486.539360847187
"index_26202",540.596044937162
"index_26203",326.894857779639
"index_26204",276.740579672966
"index_26205",7810.75618840542
"index_26206",538.04753063487
"index_26207",675.91967037966
"index_26208",315.219275477701
"index_26209",431.864835863736
"index_26210",462.299951580935
"index_26211",486.539360847187
"index_26212",361.083604079974
"index_26213",395.781639973771
"index_26214",605.765701023438
"index_26215",919.087507902382
"index_26216",4771.75548153267
"index_26217",315.219275477701
"index_26218",4539.82366232357
"index_26219",576.090598603173
"index_26220",538.04753063487
"index_26221",4060.64745637796
"index_26222",5247.95454082969
"index_26223",1003.77058656997
"index_26224",315.219275477701
"index_26225",9922.88877366068
"index_26226",10720.9334184726
"index_26227",626.088589154231
"index_26228",8333.2115465582
"index_26229",462.299951580935
"index_26230",4233.08052913845
"index_26231",4155.25586317908
"index_26232",10079.1066067564
"index_26233",331.201090814586
"index_26234",675.91967037966
"index_26235",462.299951580935
"index_26236",145.602919871726
"index_26237",540.596044937162
"index_26238",462.299951580935
"index_26239",540.596044937162
"index_26240",372.830202174384
"index_26241",540.596044937162
"index_26242",5574.50570042469
"index_26243",265.880623649714
"index_26244",4771.75548153267
"index_26245",447.975900494347
"index_26246",422.070370154435
"index_26247",8157.60452469016
"index_26248",372.830202174384
"index_26249",431.864835863736
"index_26250",8569.57781968516
"index_26251",4069.24064276758
"index_26252",9318.01502606418
"index_26253",714.4419509101
"index_26254",648.531357829742
"index_26255",141.372078834142
"index_26256",8365.81407447071
"index_26257",336.330500756103
"index_26258",315.219275477701
"index_26259",968.226989767825
"index_26260",465.046116114086
"index_26261",5996.21303705569
"index_26262",336.330500756103
"index_26263",336.330500756103
"index_26264",336.330500756103
"index_26265",336.330500756103
"index_26266",307.121766669835
"index_26267",1379.26857812774
"index_26268",3628.41897925421
"index_26269",361.083604079974
"index_26270",431.864835863736
"index_26271",3543.83803977654
"index_26272",372.830202174384
"index_26273",336.330500756103
"index_26274",486.539360847187
"index_26275",540.596044937162
"index_26276",648.531357829742
"index_26277",648.531357829742
"index_26278",4539.82366232357
"index_26279",431.864835863736
"index_26280",4069.24064276758
"index_26281",9842.44915227304
"index_26282",516.045428544628
"index_26283",326.894857779639
"index_26284",7810.75618840542
"index_26285",264.526382817778
"index_26286",307.121766669835
"index_26287",3628.41897925421
"index_26288",11541.3413557911
"index_26289",447.975900494347
"index_26290",265.880623649714
"index_26291",276.740579672966
"index_26292",528.377263797075
"index_26293",4069.24064276758
"index_26294",307.121766669835
"index_26295",4121.08183417452
"index_26296",675.91967037966
"index_26297",626.088589154231
"index_26298",4233.08052913845
"index_26299",3832.48417431998
"index_26300",538.04753063487
"index_26301",486.539360847187
"index_26302",372.830202174384
"index_26303",714.679522581347
"index_26304",326.894857779639
"index_26305",264.526382817778
"index_26306",486.539360847187
"index_26307",540.596044937162
"index_26308",714.679522581347
"index_26309",315.219275477701
"index_26310",4771.75548153267
"index_26311",5952.34143487941
"index_26312",538.04753063487
"index_26313",361.083604079974
"index_26314",265.880623649714
"index_26315",331.201090814586
"index_26316",265.880623649714
"index_26317",3887.88254416815
"index_26318",145.602919871726
"index_26319",96.7788005491122
"index_26320",372.830202174384
"index_26321",538.04753063487
"index_26322",431.18766498472
"index_26323",714.4419509101
"index_26324",636.796351994021
"index_26325",8569.57781968516
"index_26326",326.894857779639
"index_26327",3777.30829935239
"index_26328",4771.75548153267
"index_26329",10283.2828013493
"index_26330",448.789762474525
"index_26331",141.372078834142
"index_26332",626.088589154231
"index_26333",968.226989767825
"index_26334",4771.75548153267
"index_26335",7687.43713063181
"index_26336",141.372078834142
"index_26337",265.880623649714
"index_26338",3843.31340490898
"index_26339",361.083604079974
"index_26340",9878.54798398842
"index_26341",585.691160734889
"index_26342",4155.25586317908
"index_26343",605.765701023438
"index_26344",361.083604079974
"index_26345",361.083604079974
"index_26346",145.602919871726
"index_26347",447.975900494347
"index_26348",486.539360847187
"index_26349",422.070370154435
"index_26350",528.377263797075
"index_26351",576.090598603173
"index_26352",447.975900494347
"index_26353",315.219275477701
"index_26354",6568.58983559925
"index_26355",336.330500756103
"index_26356",4539.82366232357
"index_26357",528.377263797075
"index_26358",4060.64745637796
"index_26359",326.894857779639
"index_26360",315.219275477701
"index_26361",431.18766498472
"index_26362",265.880623649714
"index_26363",4233.08052913845
"index_26364",4233.08052913845
"index_26365",714.679522581347
"index_26366",576.090598603173
"index_26367",422.070370154435
"index_26368",540.596044937162
"index_26369",486.539360847187
"index_26370",648.531357829742
"index_26371",648.531357829742
"index_26372",4691.72063990424
"index_26373",447.975900494347
"index_26374",5882.86999886485
"index_26375",4069.24064276758
"index_26376",540.596044937162
"index_26377",4486.77557789026
"index_26378",3843.31340490898
"index_26379",361.083604079974
"index_26380",4771.75548153267
"index_26381",3777.30829935239
"index_26382",482.239536972439
"index_26383",576.090598603173
"index_26384",264.526382817778
"index_26385",3832.48417431998
"index_26386",932.883512459678
"index_26387",5574.50570042469
"index_26388",540.596044937162
"index_26389",395.781639973771
"index_26390",8157.60452469016
"index_26391",336.330500756103
"index_26392",3843.31340490898
"index_26393",361.083604079974
"index_26394",4771.75548153267
"index_26395",361.083604079974
"index_26396",4069.24064276758
"index_26397",636.796351994021
"index_26398",141.372078834142
"index_26399",264.526382817778
"index_26400",825.676755628908
"index_26401",540.596044937162
"index_26402",431.864835863736
"index_26403",431.18766498472
"index_26404",540.596044937162
"index_26405",482.239536972439
"index_26406",422.070370154435
"index_26407",486.539360847187
"index_26408",540.596044937162
"index_26409",4121.08183417452
"index_26410",265.880623649714
"index_26411",4340.61075986583
"index_26412",3832.48417431998
"index_26413",8941.81857624881
"index_26414",447.975900494347
"index_26415",462.299951580935
"index_26416",307.121766669835
"index_26417",4716.63712474485
"index_26418",4080.86816776693
"index_26419",422.070370154435
"index_26420",264.526382817778
"index_26421",264.526382817778
"index_26422",361.083604079974
"index_26423",714.679522581347
"index_26424",714.679522581347
"index_26425",264.526382817778
"index_26426",4141.19466446578
"index_26427",648.531357829742
"index_26428",326.894857779639
"index_26429",141.372078834142
"index_26430",307.121766669835
"index_26431",326.894857779639
"index_26432",4771.75548153267
"index_26433",372.830202174384
"index_26434",3543.83803977654
"index_26435",585.691160734889
"index_26436",482.239536972439
"index_26437",540.596044937162
"index_26438",447.975900494347
"index_26439",714.679522581347
"index_26440",636.796351994021
"index_26441",326.894857779639
"index_26442",3843.31340490898
"index_26443",4539.82366232357
"index_26444",3887.88254416815
"index_26445",395.781639973771
"index_26446",372.830202174384
"index_26447",343.778355882837
"index_26448",307.121766669835
"index_26449",265.880623649714
"index_26450",585.691160734889
"index_26451",968.226989767825
"index_26452",361.083604079974
"index_26453",4141.19466446578
"index_26454",3843.31340490898
"index_26455",146.166647559676
"index_26456",315.219275477701
"index_26457",648.531357829742
"index_26458",307.121766669835
"index_26459",3543.83803977654
"index_26460",326.894857779639
"index_26461",336.330500756103
"index_26462",6568.58983559925
"index_26463",626.088589154231
"index_26464",141.372078834142
"index_26465",265.880623649714
"index_26466",7687.43713063181
"index_26467",372.830202174384
"index_26468",581.905185520108
"index_26469",8365.81407447071
"index_26470",307.121766669835
"index_26471",326.894857779639
"index_26472",326.894857779639
"index_26473",307.121766669835
"index_26474",3843.31340490898
"index_26475",675.91967037966
"index_26476",264.526382817778
"index_26477",4141.19466446578
"index_26478",8569.57781968516
"index_26479",331.201090814586
"index_26480",5652.53732172634
"index_26481",10443.2291640476
"index_26482",462.299951580935
"index_26483",482.239536972439
"index_26484",540.596044937162
"index_26485",3628.41897925421
"index_26486",447.975900494347
"index_26487",447.975900494347
"index_26488",315.219275477701
"index_26489",145.602919871726
"index_26490",256.001835315424
"index_26491",307.121766669835
"index_26492",714.4419509101
"index_26493",714.679522581347
"index_26494",331.201090814586
"index_26495",482.239536972439
"index_26496",8333.2115465582
"index_26497",714.4419509101
"index_26498",648.531357829742
"index_26499",605.765701023438
"index_26500",5996.21303705569
"index_26501",4141.19466446578
"index_26502",3843.31340490898
"index_26503",4233.08052913845
"index_26504",4771.75548153267
"index_26505",482.239536972439
"index_26506",482.239536972439
"index_26507",10720.9334184726
"index_26508",307.121766669835
"index_26509",4060.64745637796
"index_26510",576.090598603173
"index_26511",336.330500756103
"index_26512",361.083604079974
"index_26513",422.070370154435
"index_26514",12017.154188114
"index_26515",486.539360847187
"index_26516",648.531357829742
"index_26517",141.372078834142
"index_26518",763.878087910779
"index_26519",4069.24064276758
"index_26520",8941.81857624881
"index_26521",431.864835863736
"index_26522",336.330500756103
"index_26523",538.04753063487
"index_26524",4691.72063990424
"index_26525",39.6108177758617
"index_26526",528.377263797075
"index_26527",141.372078834142
"index_26528",528.377263797075
"index_26529",585.691160734889
"index_26530",4233.08052913845
"index_26531",714.679522581347
"index_26532",583.751534495974
"index_26533",315.219275477701
"index_26534",626.088589154231
"index_26535",482.239536972439
"index_26536",540.596044937162
"index_26537",4141.19466446578
"index_26538",265.880623649714
"index_26539",96.7788005491122
"index_26540",605.765701023438
"index_26541",4218.13952314829
"index_26542",4080.86816776693
"index_26543",7638.61896460264
"index_26544",3543.83803977654
"index_26545",648.531357829742
"index_26546",315.219275477701
"index_26547",331.201090814586
"index_26548",482.239536972439
"index_26549",395.781639973771
"index_26550",361.083604079974
"index_26551",5247.95454082969
"index_26552",486.539360847187
"index_26553",4155.25586317908
"index_26554",675.91967037966
"index_26555",462.299951580935
"index_26556",331.201090814586
"index_26557",626.088589154231
"index_26558",336.330500756103
"index_26559",462.299951580935
"index_26560",528.377263797075
"index_26561",919.087507902382
"index_26562",4233.08052913845
"index_26563",482.239536972439
"index_26564",5952.34143487941
"index_26565",540.596044937162
"index_26566",601.726726265145
"index_26567",4218.13952314829
"index_26568",4771.75548153267
"index_26569",8157.60452469016
"index_26570",4233.08052913845
"index_26571",482.239536972439
"index_26572",3757.28531559043
"index_26573",626.088589154231
"index_26574",538.04753063487
"index_26575",422.070370154435
"index_26576",540.596044937162
"index_26577",3832.48417431998
"index_26578",264.526382817778
"index_26579",264.526382817778
"index_26580",583.751534495974
"index_26581",376.16426033723
"index_26582",968.226989767825
"index_26583",482.239536972439
"index_26584",763.878087910779
"index_26585",39.6108177758617
"index_26586",8517.89722168237
"index_26587",585.691160734889
"index_26588",141.372078834142
"index_26589",343.778355882837
"index_26590",486.539360847187
"index_26591",9878.54798398842
"index_26592",3757.28531559043
"index_26593",8157.60452469016
"index_26594",331.201090814586
"index_26595",482.239536972439
"index_26596",538.04753063487
"index_26597",422.070370154435
"index_26598",540.596044937162
"index_26599",9878.54798398842
"index_26600",825.676755628908
"index_26601",482.239536972439
"index_26602",265.880623649714
"index_26603",336.330500756103
"index_26604",636.796351994021
"index_26605",431.864835863736
"index_26606",3843.31340490898
"index_26607",462.299951580935
"index_26608",482.239536972439
"index_26609",431.864835863736
"index_26610",447.975900494347
"index_26611",4539.82366232357
"index_26612",3843.31340490898
"index_26613",4771.75548153267
"index_26614",372.830202174384
"index_26615",540.596044937162
"index_26616",336.330500756103
"index_26617",307.121766669835
"index_26618",336.330500756103
"index_26619",3437.87085053348
"index_26620",482.239536972439
"index_26621",7687.43713063181
"index_26622",540.596044937162
